file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/test/spec.js,Conditional Test Logic,"{'line': 8, 'column': 4, 'index': 213}","   6 |   before(() => app.start());
> 136 |     expect(invoiceData.recipient).toHaveProperty('fullname');
      |    ^ Duplicate Assert
  137 |     expect(invoiceData.recipient).toHaveProperty('email');
  138 |     expect(invoiceData.recipient).not.toHaveProperty('company');
  139 |     expect(invoiceData.recipient).not.toHaveProperty('phone');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 137, 'column': 4, 'index': 3684}","  135 |     // Choose new contact data
  136 |     expect(invoiceData.recipient).toHaveProperty('fullname');
> 137 |     expect(invoiceData.recipient).toHaveProperty('email');
      |    ^ Duplicate Assert
  138 |     expect(invoiceData.recipient).not.toHaveProperty('company');
  139 |     expect(invoiceData.recipient).not.toHaveProperty('phone');
  140 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 137, 'column': 4, 'index': 3684}","  135 |     // Choose new contact data
  136 |     expect(invoiceData.recipient).toHaveProperty('fullname');
> 137 |     expect(invoiceData.recipient).toHaveProperty('email');
      |    ^ Duplicate Assert
  138 |     expect(invoiceData.recipient).not.toHaveProperty('company');
  139 |     expect(invoiceData.recipient).not.toHaveProperty('phone');
  140 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 138, 'column': 4, 'index': 3743}","  136 |     expect(invoiceData.recipient).toHaveProperty('fullname');
  137 |     expect(invoiceData.recipient).toHaveProperty('email');
> 138 |     expect(invoiceData.recipient).not.toHaveProperty('company');
      |    ^ Duplicate Assert
  139 |     expect(invoiceData.recipient).not.toHaveProperty('phone');
  140 |
  141 |     // Choose selected contact data"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 139, 'column': 4, 'index': 3808}","  137 |     expect(invoiceData.recipient).toHaveProperty('email');
  138 |     expect(invoiceData.recipient).not.toHaveProperty('company');
> 139 |     expect(invoiceData.recipient).not.toHaveProperty('phone');
      |    ^ Duplicate Assert
  140 |
  141 |     // Choose selected contact data
  142 |     (formData.recipient.newRecipient = false),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 144, 'column': 4, 'index': 4003}","  142 |     (formData.recipient.newRecipient = false),
  143 |       (invoiceData = getInvoiceData(formData));
> 144 |     expect(invoiceData.recipient).toHaveProperty('fullname');
      |    ^ Duplicate Assert
  145 |     expect(invoiceData.recipient).toHaveProperty('email');
  146 |     expect(invoiceData.recipient).toHaveProperty('company');
  147 |     expect(invoiceData.recipient).toHaveProperty('phone');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 144, 'column': 4, 'index': 4003}","  142 |     (formData.recipient.newRecipient = false),
  143 |       (invoiceData = getInvoiceData(formData));
> 144 |     expect(invoiceData.recipient).toHaveProperty('fullname');
      |    ^ Duplicate Assert
  145 |     expect(invoiceData.recipient).toHaveProperty('email');
  146 |     expect(invoiceData.recipient).toHaveProperty('company');
  147 |     expect(invoiceData.recipient).toHaveProperty('phone');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 145, 'column': 4, 'index': 4065}","  143 |       (invoiceData = getInvoiceData(formData));
  144 |     expect(invoiceData.recipient).toHaveProperty('fullname');
> 145 |     expect(invoiceData.recipient).toHaveProperty('email');
      |    ^ Duplicate Assert
  146 |     expect(invoiceData.recipient).toHaveProperty('company');
  147 |     expect(invoiceData.recipient).toHaveProperty('phone');
  148 |     expect(invoiceData.recipient).toHaveProperty('id');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 145, 'column': 4, 'index': 4065}","  143 |       (invoiceData = getInvoiceData(formData));
  144 |     expect(invoiceData.recipient).toHaveProperty('fullname');
> 145 |     expect(invoiceData.recipient).toHaveProperty('email');
      |    ^ Duplicate Assert
  146 |     expect(invoiceData.recipient).toHaveProperty('company');
  147 |     expect(invoiceData.recipient).toHaveProperty('phone');
  148 |     expect(invoiceData.recipient).toHaveProperty('id');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 146, 'column': 4, 'index': 4124}","  144 |     expect(invoiceData.recipient).toHaveProperty('fullname');
  145 |     expect(invoiceData.recipient).toHaveProperty('email');
> 146 |     expect(invoiceData.recipient).toHaveProperty('company');
      |    ^ Duplicate Assert
  147 |     expect(invoiceData.recipient).toHaveProperty('phone');
  148 |     expect(invoiceData.recipient).toHaveProperty('id');
  149 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 147, 'column': 4, 'index': 4185}","  145 |     expect(invoiceData.recipient).toHaveProperty('email');
  146 |     expect(invoiceData.recipient).toHaveProperty('company');
> 147 |     expect(invoiceData.recipient).toHaveProperty('phone');
      |    ^ Duplicate Assert
  148 |     expect(invoiceData.recipient).toHaveProperty('id');
  149 |   });
  150 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 148, 'column': 4, 'index': 4244}","  146 |     expect(invoiceData.recipient).toHaveProperty('company');
  147 |     expect(invoiceData.recipient).toHaveProperty('phone');
> 148 |     expect(invoiceData.recipient).toHaveProperty('id');
      |    ^ Duplicate Assert
  149 |   });
  150 |
  151 |   it('should return dueDate data when required', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 169, 'column': 4, 'index': 4838}","  167 |     });
  168 |     const invoiceData = getInvoiceData(newFormData);
> 169 |     expect(invoiceData.dueDate).toEqual({
      |    ^ Duplicate Assert
  170 |       selectedDate: {
  171 |         date: 20,
  172 |         months: 9,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 178, 'column': 4, 'index': 5025}","  176 |       paymentTerm: null,
  177 |     });
> 178 |     expect(invoiceData.dueDate).not.toEqual({
      |    ^ Duplicate Assert
  179 |       date: 2,
  180 |       months: 10,
  181 |       years: 2016,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 557, 'column': 4, 'index': 15828}","  555 |     const validation = validateRows(rows);
  556 |     expect(validation).toEqual(false);
> 557 |     expect(openDialog).toBeCalledWith({
      |    ^ Duplicate Assert
  558 |       type: 'warning',
  559 |       title: i18n.t('dialog:validation:rows:qtyZero:title'),
  560 |       message: i18n.t('dialog:validation:rows:qtyZero:message'),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 572, 'column': 4, 'index': 16267}","  570 |     const validation2 = validateRows(rows2);
  571 |     expect(validation2).toEqual(false);
> 572 |     expect(openDialog).toBeCalledWith({
      |    ^ Duplicate Assert
  573 |       type: 'warning',
  574 |       title: i18n.t('dialog:validation:rows:qtyZero:title'),
  575 |       message: i18n.t('dialog:validation:rows:qtyZero:message'),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 698, 'column': 4, 'index': 19749}","  696 |     const validation1 = validateTax(true, tax1);
  697 |     expect(validation1).toEqual(false);
> 698 |     expect(openDialog).toBeCalledWith({
      |    ^ Duplicate Assert
  699 |       type: 'warning',
  700 |       title: i18n.t('dialog:validation:tax:title'),
  701 |       message: i18n.t('dialog:validation:tax:message'),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 706, 'column': 4, 'index': 20018}","  704 |     const validation2 = validateTax(true, tax2);
  705 |     expect(validation2).toEqual(false);
> 706 |     expect(openDialog).toBeCalledWith({
      |    ^ Duplicate Assert
  707 |       type: 'warning',
  708 |       title: i18n.t('dialog:validation:tax:title'),
  709 |       message: i18n.t('dialog:validation:tax:message'),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Duplicate Assert,"{'line': 714, 'column': 4, 'index': 20287}","  712 |     const validation3 = validateTax(true, tax3);
  713 |     expect(validation3).toEqual(false);
> 714 |     expect(openDialog).toBeCalledWith({
      |    ^ Duplicate Assert
  715 |       type: 'warning',
  716 |       title: i18n.t('dialog:validation:tax:title'),
  717 |       message: i18n.t('dialog:validation:tax:message'),"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Eager Test,"{'line': 129, 'column': 22, 'index': 3342}","  127 |
  128 |   it('should return correct recipient data', () => {
> 129 |     let invoiceData = getInvoiceData(formData);
      |                      ^ Eager Test
  130 |     // Filter out data
  131 |     expect(invoiceData.recipient).not.toHaveProperty('new');
  132 |     expect(invoiceData.recipient).not.toHaveProperty('select');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Eager Test,"{'line': 143, 'column': 21, 'index': 3972}","  141 |     // Choose selected contact data
  142 |     (formData.recipient.newRecipient = false),
> 143 |       (invoiceData = getInvoiceData(formData));
      |                     ^ Eager Test
  144 |     expect(invoiceData.recipient).toHaveProperty('fullname');
  145 |     expect(invoiceData.recipient).toHaveProperty('email');
  146 |     expect(invoiceData.recipient).toHaveProperty('company');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Eager Test,"{'line': 555, 'column': 23, 'index': 15765}","  553 |       },
  554 |     ];
> 555 |     const validation = validateRows(rows);
      |                       ^ Eager Test
  556 |     expect(validation).toEqual(false);
  557 |     expect(openDialog).toBeCalledWith({
  558 |       type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Eager Test,"{'line': 570, 'column': 24, 'index': 16202}","  568 |       },
  569 |     ];
> 570 |     const validation2 = validateRows(rows2);
      |                        ^ Eager Test
  571 |     expect(validation2).toEqual(false);
  572 |     expect(openDialog).toBeCalledWith({
  573 |       type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Eager Test,"{'line': 696, 'column': 24, 'index': 19680}","  694 |     const tax2 = { amount: '' };
  695 |     const tax3 = { amount: -1 };
> 696 |     const validation1 = validateTax(true, tax1);
      |                        ^ Eager Test
  697 |     expect(validation1).toEqual(false);
  698 |     expect(openDialog).toBeCalledWith({
  699 |       type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Eager Test,"{'line': 704, 'column': 24, 'index': 19949}","  702 |     });
  703 |
> 704 |     const validation2 = validateTax(true, tax2);
      |                        ^ Eager Test
  705 |     expect(validation2).toEqual(false);
  706 |     expect(openDialog).toBeCalledWith({
  707 |       type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Eager Test,"{'line': 712, 'column': 24, 'index': 20218}","  710 |     });
  711 |
> 712 |     const validation3 = validateTax(true, tax3);
      |                        ^ Eager Test
  713 |     expect(validation3).toEqual(false);
  714 |     expect(openDialog).toBeCalledWith({
  715 |       type: 'warning',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 107, 'column': 24, 'index': 2432}","  105 |
  106 |   it('Should return correct data shape', () => {
> 107 |     const invoiceData = getInvoiceData(formData);
      |                        ^ Lazy Test
  108 |     // Include custom invoiceID
  109 |     expect(invoiceData).not.toHaveProperty('invoiceID');
  110 |     // Include Rows & Recipient Data"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 124, 'column': 24, 'index': 3186}","  122 |
  123 |   it('Should return rows data correctly', () => {
> 124 |     const invoiceData = getInvoiceData(formData);
      |                        ^ Lazy Test
  125 |     expect(invoiceData.rows.length).toEqual(2);
  126 |   });
  127 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 129, 'column': 22, 'index': 3342}","  127 |
  128 |   it('should return correct recipient data', () => {
> 129 |     let invoiceData = getInvoiceData(formData);
      |                      ^ Lazy Test
  130 |     // Filter out data
  131 |     expect(invoiceData.recipient).not.toHaveProperty('new');
  132 |     expect(invoiceData.recipient).not.toHaveProperty('select');"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 168, 'column': 24, 'index': 4805}","  166 |       }),
  167 |     });
> 168 |     const invoiceData = getInvoiceData(newFormData);
      |                        ^ Lazy Test
  169 |     expect(invoiceData.dueDate).toEqual({
  170 |       selectedDate: {
  171 |         date: 20,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 194, 'column': 24, 'index': 5462}","  192 |     });
  193 |
> 194 |     const invoiceData = getInvoiceData(newFormData);
      |                        ^ Lazy Test
  195 |     expect(invoiceData.currency).toEqual({
  196 |       code: 'USD',
  197 |       placement: 'before',"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/manta/app/helpers/__tests__/form.spec.js,Lazy Test,"{'line': 222, 'column': 24, 'index': 6225}","  220 |       }),
  221 |     });
> 222 |     const invoiceData = getInvoiceData(newFormData);
      |                        ^ Lazy Test
  223 |     expect(invoiceData.tax).toEqual(newFormData.tax);
