file,type,line,frame
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/helpers/__tests__/slack.test.js,Conditional Test Logic,"{'line': 15, 'column': 10, 'index': 348}","  13 |       beforeEach(async () => {
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-frontend.test.js,Conditional Test Logic,"{'line': 96, 'column': 13, 'index': 2730}","  94 |       } else if (fn.name === 'fileUpload') {
  95 |         mockFileUpload();
> 96 |       } else if (fn.name === 'attachmentMiddleware') {
     |             ^ Conditional Test Logic
  97 |         await fn(
  98 |           {
  99 |             path: reqPath"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-frontend.test.js,Conditional Test Logic,"{'line': 104, 'column': 13, 'index': 2945}","  102 |           mockRateLimiterMiddlewareNext
  103 |         );
> 104 |       } else if (fn.name === 'rateLimiterMiddleware') {
      |             ^ Conditional Test Logic
  105 |         await fn(
  106 |           mockRateLimiterMiddlewareReq,
  107 |           mockRateLimiterMiddlewareRes,"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-frontend.test.js,Conditional Test Logic,"{'line': 157, 'column': 10, 'index': 4348}","  155 |       beforeEach(() => {
  156 |         config.get = jest.fn(key => {
> 157 |           switch (key) {
      |          ^ Conditional Test Logic
  158 |             case 'mode':
  159 |               return 'test';
  160 |             case 'authentication.enabled':"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-frontend.test.js,Conditional Test Logic,"{'line': 230, 'column': 10, 'index': 6481}","  228 |       beforeEach(() => {
  229 |         config.get = jest.fn(key => {
> 230 |           switch (key) {
      |          ^ Conditional Test Logic
  231 |             case 'mode':
  232 |               return 'test';
  233 |             case 'authentication.enabled':"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-frontend.test.js,Magic Number,"{'line': 314, 'column': 74, 'index': 9174}","  312 |
  313 |         it('triggers status', () => {
> 314 |           expect(mockRateLimiterMiddlewareResStatus).toHaveBeenCalledWith(403);
      |                                                                          ^ Magic Number
  315 |         });
  316 |
  317 |         it('triggers send', () => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-cronjob.test.js,Conditional Test Logic,"{'line': 49, 'column': 10, 'index': 1372}","  47 |       beforeEach(async () => {
  48 |         config.get = jest.fn(key => {
> 49 |           switch (key) {
     |          ^ Conditional Test Logic
  50 |             case 'jobs.alive.enabled':
  51 |               return true;
  52 |             case 'jobs.alive.cronTime':"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-cronjob.test.js,Conditional Test Logic,"{'line': 110, 'column': 10, 'index': 3022}","  108 |       beforeEach(async () => {
  109 |         config.get = jest.fn(key => {
> 110 |           switch (key) {
      |          ^ Conditional Test Logic
  111 |             case 'jobs.trailingTradeIndicator.enabled':
  112 |               return true;
  113 |             case 'jobs.trailingTradeIndicator.cronTime':"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-cronjob.test.js,Conditional Test Logic,"{'line': 171, 'column': 10, 'index': 4769}","  169 |       beforeEach(async () => {
  170 |         config.get = jest.fn(key => {
> 171 |           switch (key) {
      |          ^ Conditional Test Logic
  172 |             default:
  173 |               return '';
  174 |           }"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-cronjob.test.js,Conditional Test Logic,"{'line': 230, 'column': 8, 'index': 6456}","  228 |
  229 |       config.get = jest.fn(key => {
> 230 |         switch (key) {
      |        ^ Conditional Test Logic
  231 |           case 'jobs.trailingTradeIndicator.enabled':
  232 |             return true;
  233 |           case 'jobs.trailingTradeIndicator.cronTime':"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-binance.test.js,Conditional Test Logic,"{'line': 91, 'column': 10, 'index': 2145}","  89 |       beforeEach(async () => {
  90 |         config.get = jest.fn(key => {
> 91 |           switch (key) {
     |          ^ Conditional Test Logic
  92 |             case 'mode':
  93 |               return 'live';
  94 |             default:"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-binance.test.js,Conditional Test Logic,"{'line': 246, 'column': 10, 'index': 7099}","  244 |       beforeEach(async () => {
  245 |         config.get = jest.fn(key => {
> 246 |           switch (key) {
      |          ^ Conditional Test Logic
  247 |             case 'mode':
  248 |               return 'live';
  249 |             default:"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-binance.test.js,Conditional Test Logic,"{'line': 358, 'column': 10, 'index': 10895}","  356 |       beforeEach(async () => {
  357 |         config.get = jest.fn(key => {
> 358 |           switch (key) {
      |          ^ Conditional Test Logic
  359 |             case 'mode':
  360 |               return 'live';
  361 |             default:"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-binance.test.js,Conditional Test Logic,"{'line': 438, 'column': 10, 'index': 13806}","  436 |
  437 |         mockPubSub.subscribe = jest.fn().mockImplementation((key, cb) => {
> 438 |           if (key === 'check-open-orders') {
      |          ^ Conditional Test Logic
  439 |             cb('message', 'data');
  440 |           }
  441 |         });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-binance.test.js,Conditional Test Logic,"{'line': 489, 'column': 10, 'index': 15408}","  487 |       beforeEach(async () => {
  488 |         config.get = jest.fn(key => {
> 489 |           switch (key) {
      |          ^ Conditional Test Logic
  490 |             case 'mode':
  491 |               return 'live';
  492 |             default:"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-binance.test.js,Conditional Test Logic,"{'line': 569, 'column': 10, 'index': 18319}","  567 |
  568 |         mockPubSub.subscribe = jest.fn().mockImplementation((key, cb) => {
> 569 |           if (key === 'reset-symbol-websockets') {
      |          ^ Conditional Test Logic
  570 |             cb('message', 'BTCUSDT');
  571 |           }
  572 |         });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-binance.test.js,Conditional Test Logic,"{'line': 589, 'column': 8, 'index': 18839}","  587 |     beforeEach(async () => {
  588 |       config.get = jest.fn(key => {
> 589 |         switch (key) {
      |        ^ Conditional Test Logic
  590 |           case 'mode':
  591 |             return 'test';
  592 |           default:"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-binance.test.js,Conditional Test Logic,"{'line': 747, 'column': 8, 'index': 23615}","  745 |     beforeEach(async () => {
  746 |       config.get = jest.fn(key => {
> 747 |         switch (key) {
      |        ^ Conditional Test Logic
  748 |           case 'mode':
  749 |             return 'live';
  750 |           default:"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-binance.test.js,Duplicate Assert,"{'line': 189, 'column': 8, 'index': 5619}","  187 |
  188 |       it('triggers refreshCandles', () => {
> 189 |         expect(mockMongo.deleteAll).toHaveBeenCalledWith(
      |        ^ Duplicate Assert
  190 |           logger,
  191 |           'trailing-trade-candles',
  192 |           {}"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-binance.test.js,Duplicate Assert,"{'line': 194, 'column': 8, 'index': 5755}","  192 |           {}
  193 |         );
> 194 |         expect(mockMongo.deleteAll).toHaveBeenCalledWith(
      |        ^ Duplicate Assert
  195 |           logger,
  196 |           'trailing-trade-ath-candles',
  197 |           {}"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-binance.test.js,Duplicate Assert,"{'line': 691, 'column': 6, 'index': 22289}","  689 |
  690 |     it('triggers refreshCandles', () => {
> 691 |       expect(mockMongo.deleteAll).toHaveBeenCalledWith(
      |      ^ Duplicate Assert
  692 |         logger,
  693 |         'trailing-trade-candles',
  694 |         {}"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-binance.test.js,Duplicate Assert,"{'line': 696, 'column': 6, 'index': 22415}","  694 |         {}
  695 |       );
> 696 |       expect(mockMongo.deleteAll).toHaveBeenCalledWith(
      |      ^ Duplicate Assert
  697 |         logger,
  698 |         'trailing-trade-ath-candles',
  699 |         {}"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-binance.test.js,Magic Number,"{'line': 230, 'column': 10, 'index': 6700}","  228 |           'trailing-trade-streams',
  229 |           `count`,
> 230 |           1
      |          ^ Magic Number
  231 |         );
  232 |       });
  233 |"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/server-binance.test.js,Magic Number,"{'line': 739, 'column': 8, 'index': 23471}","  737 |         'trailing-trade-streams',
  738 |         `count`,
> 739 |         1
      |        ^ Magic Number
  740 |       );
  741 |     });
  742 |   });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/error-handler.test.js,Conditional Test Logic,"{'line': 71, 'column': 6, 'index': 1659}","  69 |         featureToggleNotifyDebug: false
  70 |       }
> 71 |     ].forEach(errorInfo => {
     |      ^ Conditional Test Logic
  72 |       describe(`${errorInfo.label}`, () => {
  73 |         beforeEach(async () => {
  74 |           config.get = jest.fn(key => {"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/error-handler.test.js,Conditional Test Logic,"{'line': 75, 'column': 12, 'index': 1812}","  73 |         beforeEach(async () => {
  74 |           config.get = jest.fn(key => {
> 75 |             if (key === 'featureToggle.notifyDebug') {
     |            ^ Conditional Test Logic
  76 |               return errorInfo.featureToggleNotifyDebug;
  77 |             }
  78 |             return null;"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/error-handler.test.js,Conditional Test Logic,"{'line': 93, 'column': 8, 'index': 2385}","  91 |         });
  92 |
> 93 |         if (errorInfo.sendSlack) {
     |        ^ Conditional Test Logic
  94 |           it('triggers slack.sendMessage', () => {
  95 |             expect(mockSlack.sendMessage).toHaveBeenCalled();
  96 |           });"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/error-handler.test.js,Conditional Test Logic,"{'line': 152, 'column': 10, 'index': 4098}","  150 |       beforeEach(async () => {
  151 |         config.get = jest.fn(key => {
> 152 |           if (key === 'featureToggle.notifyDebug') {
      |          ^ Conditional Test Logic
  153 |             return false;
  154 |           }
  155 |           return null;"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/error-handler.test.js,Conditional Test Logic,"{'line': 159, 'column': 10, 'index': 4295}","  157 |
  158 |         process.on = jest.fn().mockImplementation((event, error) => {
> 159 |           if (event === 'uncaughtException') {
      |          ^ Conditional Test Logic
  160 |             error({
  161 |               message: `something-unexpected`,
  162 |               code: 1000"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/error-handler.test.js,Conditional Test Logic,"{'line': 179, 'column': 10, 'index': 4854}","  177 |       beforeEach(async () => {
  178 |         config.get = jest.fn(key => {
> 179 |           if (key === 'featureToggle.notifyDebug') {
      |          ^ Conditional Test Logic
  180 |             return true;
  181 |           }
  182 |           return null;"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/error-handler.test.js,Conditional Test Logic,"{'line': 186, 'column': 10, 'index': 5050}","  184 |
  185 |         process.on = jest.fn().mockImplementation((event, error) => {
> 186 |           if (event === 'uncaughtException') {
      |          ^ Conditional Test Logic
  187 |             error({
  188 |               message: `something-unexpected`,
  189 |               code: 1000"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/error-handler.test.js,Conditional Test Logic,"{'line': 207, 'column': 12, 'index': 5663}","  205 |         expect(() => {
  206 |           process.on = jest.fn().mockImplementation((event, error) => {
> 207 |             if (event === 'unhandledRejection') {
      |            ^ Conditional Test Logic
  208 |               error({
  209 |                 message: `something-unhandled`,
  210 |                 code: 2000"
/home/gabriel/Disk/Research/research-javascript-test-smells/repositories/binance-trading-bot/app/__tests__/error-handler.test.js,Conditional Test Logic,"{'line': 225, 'column': 12, 'index': 6209}","  223 |         expect(() => {
  224 |           process.on = jest.fn().mockImplementation((event, error) => {
> 225 |             if (event === 'uncaughtException') {
      |            ^ Conditional Test Logic
  226 |               error({
  227 |                 message: `redlock:lock-XRPBUSD`,
  228 |                 code: 500"
